dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
B,3524,0,2.490455,1,59,4,7413760,2562766,1460,256,0.032035,3.9981,1
A,365,0,1.433179,1,64,5,8222720,735969.6,1460,128,4.916862,3.5759,1
B,3524,0,1.771883,1,59,4,7413760,2562766,1460,256,0.024689,3.9989,1
A,365,0,1.31249,1,64,6,8222720,534383.9,1460,128,4.609131,3.6459,1
B,3524,0,1.643329,1,59,5,7413760,1802999,1460,256,0.024997,3.9966,1
A,365,0,1.566816,1,64,5,8222720,735969.6,1460,128,5.344304,3.6421,1
B,3524,0,1.97955,1,59,4,7413760,2562766,1460,256,0.028279,3.9953,1
A,365,0,0.4481,1,64,5,8222720,735969.6,1460,128,1.546236,3.5966,1
B,3524,0,0.546327,1,59,4,7413760,2562766,1460,256,0.023391,3.9977,1
A,365,0,1.900335,1,64,6,8222720,534397.7,1460,128,6.639903,3.6505,1
B,3525,0,2.379723,1,59,5,7413760,1802999,1460,256,0.020783,3.998,1
A,365,0,1.786395,0,64,5,8222720,252421.3,1460,128,6.800056,3.6621,1
B,3547,0,2.139317,1,59,7,7413760,898875.4,1460,256,0.026305,3.9958,1
A,365,0,1.505248,1,64,6,8222720,534383.9,1460,128,5.255646,3.6557,1
B,3524,0,1.883745,1,59,5,7413760,1802999,1460,256,0.030937,3.9956,1
A,365,0,1.417503,0,64,4,8222720,351198.3,1460,128,5.273035,3.6218,1
B,3548,0,1.613193,1,59,7,7413760,898875.4,1460,256,0.029869,3.9984,1
A,365,0,1.480979,1,64,5,8222720,735888.9,1460,128,5.056808,3.6284,1
B,3524,0,1.825188,1,59,4,7413760,2562766,1460,256,0.026178,3.9975,1
A,365,0,1.253115,0,64,5,8222720,252421.3,1460,128,4.777701,3.5961,1
B,3548,0,1.501624,1,59,7,7413760,898875.4,1460,256,0.026842,3.9974,1
A,365,0,1.42132,0,64,4,8222720,351198.3,1460,128,5.288689,3.6518,1
B,3548,0,1.613966,1,59,7,7413760,898875.4,1460,256,0.020731,3.997,1
A,365,0,0.012488,0,64,5,8222720,252421.3,1460,128,0.041576,3.6313,1
B,3549,0,0.018686,1,59,8,7413760,638275.2,1460,256,0.027618,3.998,1
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9833,1
A,365,0,0.040211,0,64,6,8222720,183282.2,1460,128,0.1314,3.6285,1
B,3549,0,0.050988,1,59,8,7413760,638275.2,1460,256,0.017049,3.998,1
A,365,0,0.045718,1,64,5,8222720,735969.6,1460,128,0.169632,3.598,1
B,3525,0,0.056964,1,59,4,7413760,2562766,1460,256,0.017227,3.9966,1
A,365,0,0.04599,0,64,6,8222720,183282.2,1460,128,0.167448,3.5945,1
B,3548,0,0.058392,1,59,8,7413760,638275.2,1460,256,0.017748,3.9985,1
A,365,0,0.049449,0,64,6,8222720,261831.7,1460,128,0.167527,3.6239,1
B,3549,0,0.060374,1,59,8,7413760,638275.2,1460,256,0.017831,3.997,1
A,365,0,0.048697,0,64,5,8222720,252428.1,1460,128,0.160031,3.6381,1
B,3548,0,0.059508,1,59,8,7413760,638275.2,1460,256,0.017144,3.9982,1
A,365,0,0.049588,0,64,5,8222720,252428.1,1460,128,0.195323,3.6429,1
B,3549,0,0.063066,1,59,7,7413760,898875.4,1460,256,0.016966,3.9982,1
A,365,0,0.056116,0,64,6,8222720,183282.2,1460,128,0.209839,3.6422,1
B,3547,0,0.071951,1,59,8,7413760,638275.2,1460,256,0.016958,3.9983,1
A,365,0,0.059363,0,64,6,8222720,183282.2,1460,128,0.235681,3.5843,1
B,3549,0,0.074353,1,59,8,7413760,638275.2,1460,256,0.019353,3.9975,1
A,365,0,0.059432,0,64,4,8222720,351198.3,1460,128,0.180224,3.6501,1
B,3548,0,0.073169,1,59,7,7413760,898875.4,1460,256,0.025622,3.9972,1
A,365,0,0.061427,0,64,4,8222720,351198.3,1460,128,0.184437,3.6398,1
B,3547,0,0.07517,1,59,7,7413760,898875.4,1460,256,0.024489,3.9984,1
A,365,0,0.025779,0,64,6,8222720,183282.2,1460,128,0.100872,3.6058,1
B,3548,0,0.034704,1,59,8,7413760,638275.2,1460,256,0.036157,3.9964,1
A,365,0,0.032172,0,64,4,8222720,351198.3,1460,128,0.130063,3.6295,1
B,3547,0,0.043729,1,59,6,7413760,1271162,1460,256,0.035067,3.9978,1
A,365,0,0.046671,0,64,5,8222720,252428.1,1460,128,0.187884,3.6142,1
B,3548,0,0.060698,1,59,7,7413760,898875.4,1460,256,0.03602,3.9981,1
A,365,0,0.051681,0,64,5,8222720,252428.1,1460,128,0.207144,3.6146,1
B,3547,0,0.066924,1,59,7,7413760,898875.4,1460,256,0.033733,3.9975,1
A,365,0,0.059128,0,64,5,8222720,252421.3,1460,128,0.232649,3.625,1
B,3549,0,0.075959,1,59,7,7413760,898875.4,1460,256,0.023823,3.9975,1
A,365,0,0.062047,0,64,5,8222720,252428.1,1460,128,0.241822,3.6202,1
B,3548,0,0.079276,1,59,7,7413760,898875.4,1460,256,0.022108,3.997,1
A,365,0,0.062796,0,64,5,8222720,252428.1,1460,128,0.244531,3.6273,1
B,3548,0,0.076009,1,59,8,7413760,638275.2,1460,256,0.022842,3.9966,1
A,365,0,0.065254,0,64,5,8222720,252421.3,1460,128,0.259367,3.6399,1
B,3549,0,0.083045,1,59,7,7413760,898875.4,1460,256,0.022433,3.9983,1
A,365,0,0.07529,0,64,5,8222720,252428.1,1460,128,0.297937,3.6041,1
B,3548,0,0.094959,1,59,7,7413760,898875.4,1460,256,0.022065,3.998,1
A,365,0,0.080906,0,64,5,8222720,252428.1,1460,128,0.323184,3.6291,1
B,3547,0,0.101639,1,59,7,7413760,898875.4,1460,256,0.028387,3.998,1
A,365,0,0.089131,0,64,5,8222720,252428.1,1460,128,0.351083,3.6131,1
B,3547,0,0.111806,1,59,7,7413760,898875.4,1460,256,0.035956,3.9984,1
A,365,0,0.094338,0,64,5,8222720,252428.1,1460,128,0.365525,3.5985,1
B,3549,0,0.112201,1,59,8,7413760,638275.2,1460,256,0.022038,3.9976,1
A,365,0,0.097466,0,64,6,8222720,183282.2,1460,128,0.386805,3.6601,1
B,3548,0,0.114429,1,59,9,7413760,455855,1460,256,0.027056,3.9983,1
A,365,0,0.10242,0,64,6,8222720,183282.2,1460,128,0.411508,3.6217,1
B,3549,0,0.125955,1,59,8,7413760,638275.2,1460,256,0.024648,3.9975,1
A,365,0,0.108767,0,64,5,8222720,252428.1,1460,128,0.423145,3.607,1
B,3547,0,0.136425,1,59,7,7413760,898875.4,1460,256,0.031161,3.9977,1
A,365,0,0.110157,0,64,5,8222720,252428.1,1460,128,0.426,3.587,1
B,3548,0,0.137399,1,59,7,7413760,898875.4,1460,256,0.032149,3.9943,1
A,365,0,0.117173,0,64,5,8222720,252428.1,1460,128,0.456373,3.6297,1
B,3548,0,0.145169,1,59,7,7413760,898875.4,1460,256,0.036205,3.9974,1
A,365,0,0.118706,0,64,6,8222720,183282.2,1460,128,0.470623,3.647,1
B,3547,0,0.145365,1,59,8,7413760,638275.2,1460,256,0.032804,3.998,1
A,365,0,0.121389,0,64,5,8222720,252421.3,1460,128,0.473016,3.6357,1
B,3547,0,0.150757,1,59,7,7413760,898875.4,1460,256,0.035997,3.9988,1
A,365,0,0.121716,0,64,6,8222720,183282.2,1460,128,0.481633,3.5957,1
B,3548,0,0.149224,1,59,8,7413760,638275.2,1460,256,0.031404,3.998,1
A,365,0,0.126748,0,64,5,8222720,252428.1,1460,128,0.489218,3.62,1
B,3547,0,0.157504,1,59,7,7413760,898875.4,1460,256,0.029745,3.9975,1
A,365,0,0.147306,1,64,7,8222720,393283.6,1460,128,0.540001,3.6402,1
B,3524,0,0.187061,1,59,6,7413760,1271162,1460,256,0.030286,3.9979,1
A,365,0,0.159145,1,64,6,8222720,534397.7,1460,128,0.564837,3.6189,1
B,3525,0,0.205454,1,59,5,7413760,1802999,1460,256,0.027371,3.9989,1
A,365,0,0.147714,0,64,6,8222720,183282.2,1460,128,0.583359,3.6761,1
B,3547,0,0.171399,1,59,9,7413760,455855,1460,256,0.035105,3.9984,1
A,365,0,0.149918,0,64,6,8222720,183282.2,1460,128,0.591834,3.6289,1
B,3547,0,0.182541,1,59,8,7413760,638275.2,1460,256,0.032462,3.9982,1
A,365,0,0.15046,0,64,5,8222720,252428.1,1460,128,0.59274,3.5948,1
B,3549,0,0.18577,1,59,7,7413760,898875.4,1460,256,0.028641,3.9973,1
A,365,0,0.148521,0,64,6,8222720,183282.2,1460,128,0.595356,3.596,1
B,3548,0,0.18103,1,59,8,7413760,638275.2,1460,256,0.021557,3.997,1
A,365,0,0.150817,0,64,5,8222720,252428.1,1460,128,0.58612,3.6366,1
B,3548,0,0.185403,1,59,7,7413760,898875.4,1460,256,0.03466,3.9985,1
A,365,0,0.155544,0,64,5,8222720,252428.1,1460,128,0.601835,3.6425,1
B,3547,0,0.193451,1,59,7,7413760,898875.4,1460,256,0.03609,3.9975,1
A,365,0,0.163069,0,64,5,8222720,252428.1,1460,128,0.630519,3.6352,1
B,3549,0,0.209566,1,59,7,7413760,898875.4,1460,256,0.043479,3.9989,1
A,0,0,0,65535,64,0,0,0,0,1,0.000025,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9886,1
A,365,0,0.013219,1,64,6,8222720,374091.3,1460,128,0.053233,3.5978,1
B,3524,0,0.0198,1,59,6,7413760,1271162,1460,256,0.029542,3.9964,1
A,365,0,0.020568,0,64,4,8222720,351198.3,1460,128,0.084471,3.6129,1
B,3548,0,0.030199,1,59,5,7413760,1802999,1460,256,0.018678,3.9978,1
A,365,0,0.021357,0,64,6,8222720,183282.2,1460,128,0.090198,3.5987,1
B,3549,0,0.030064,1,59,8,7413760,638275.2,1460,256,0.01635,3.998,1
A,365,0,0.022207,0,64,5,8222720,252428.1,1460,128,0.086127,3.639,1
B,3548,0,0.032744,1,59,6,7413760,1271162,1460,256,0.017993,3.9975,1
A,365,0,0.024862,1,64,5,8222720,515145.5,1460,128,0.090267,3.6257,1
B,3524,0,0.036342,1,59,5,7413760,1802999,1460,256,0.019206,3.9986,1
A,365,0,0.059037,0,64,5,8222720,252459.7,1460,128,0.026282,3.6378,1
B,3549,0,0.057199,1,59,8,7413760,638275.2,1460,256,0.239742,3.9961,1
A,0,0,0,65535,64,0,0,0,0,1,0.000022,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9898,1
A,626,0,0.054794,0,64,5,8222720,183284.4,1460,128,0.230607,3.5395,1
B,3548,0,0.065884,1,59,7,7413760,898875.4,1460,256,0.019816,3.9982,1
A,626,0,0.059053,0,64,4,8222720,360616.1,1460,128,0.230772,3.5429,1
B,3039,0,0.072567,1,59,5,7413760,1802999,1460,256,0.019711,3.9984,1
A,0,0,0,65535,64,0,0,0,0,1,0.00002,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9957,1
A,626,0,0.074197,0,64,6,8222720,134924.7,1460,128,0.234685,3.5734,1
B,3548,0,0.075322,1,59,9,7413760,328160.9,1460,256,0.234148,3.9981,1
A,0,0,0,65535,64,0,0,0,0,1,0.000026,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9917,1
A,365,0,0.167886,0,64,5,8222720,252431.2,1460,128,0.035818,3.6227,1
B,3548,0,0.199761,1,59,5,7413760,1271162,1460,256,0.657051,3.9964,1
A,365,0,0.236995,0,64,4,8222720,351198.3,1460,128,0.030703,3.6067,1
B,3547,0,0.014437,1,59,6,7413760,1271162,1460,256,1.01882,3.997,1
A,730,0,0.138117,1,64,6,8222720,206161.6,1460,128,0.270661,3.5807,1
B,3548,0,0.159095,1,59,6,7413760,898875.4,1460,256,0.491937,3.9971,1
A,365,0,0.221,0,64,5,8222720,252428.1,1460,128,0.05021,3.6118,1
B,3549,0,0.020094,1,59,7,7413760,898875.4,1460,256,0.021877,3.9978,1
A,365,0,0.228512,0,64,4,8222720,351198.3,1460,128,0.075997,3.6105,1
B,3548,0,0.026308,1,59,6,7413760,1271162,1460,256,0.022778,3.9974,1
A,365,0,0.220542,0,64,5,8222720,252459.7,1460,128,0.088511,3.6146,1
B,3547,0,0.031134,1,59,7,7413760,898875.4,1460,256,0.019662,3.9983,1
A,365,0,0.246555,1,64,5,8222720,735969.6,1460,128,0.091445,3.6064,1
B,3523,0,0.037639,1,59,4,7413760,2562766,1460,256,0.022866,3.9976,1
A,365,0,0.213443,0,64,6,8222720,183282.2,1460,128,0.122123,3.6176,1
B,3548,0,0.041,1,59,8,7413760,638275.2,1460,256,0.022688,3.9969,1
A,365,0,0.228853,0,64,4,8222720,351198.3,1460,128,0.124613,3.6614,1
B,3549,0,0.044617,1,59,6,7413760,1271162,1460,256,0.021967,3.9979,1
A,365,0,0.22551,0,64,6,8222720,183309.5,1460,128,0.001689,3.6162,1
B,4996,0,0.260681,1,59,8,7413760,638275.2,1460,256,0.88984,3.9954,1
A,0,0,0,65535,64,0,0,0,0,1,0.000024,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9925,1
A,365,0,0.47206,0,64,8,8222720,101037.2,1460,128,0.000575,3.5968,1
B,6444,0,0.526668,1,59,9,7413760,328160.9,1460,256,1.787935,3.9963,1
A,365,0,0.939383,0,64,6,8222720,183320.5,1460,128,0.029494,3.6228,1
B,4997,0,1.037453,1,59,9,7413760,455855,1460,256,3.787632,3.9974,1
A,0,0,0,65535,64,0,0,0,0,1,0.000012,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9907,1
A,365,0,0.992725,1,64,6,8222720,374123.6,1460,128,0.018912,3.6376,1
B,3525,0,1.092578,1,59,7,7413760,898875.4,1460,256,3.808937,3.9968,1
A,469,0,0.772098,0,64,6,8222720,134896.3,1460,128,3.289836,3.69,1
B,3549,0,0.99798,1,59,8,7413760,638275.2,1460,256,0.021034,3.9977,1
A,469,0,0.793489,0,64,5,8222720,183298.4,1460,128,3.185635,3.736,1
B,3548,0,1.002499,1,59,7,7413760,898875.4,1460,256,0.01671,3.9979,1
A,0,0,0,65535,64,0,0,0,0,1,0.000026,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9794,1
A,365,0,0.807427,1,64,7,8222720,393283.6,1460,128,2.87851,3.6344,1
B,3524,0,0.06202,1,59,6,7413760,1271162,1460,256,0.034591,3.9966,1
A,365,0,0.826117,0,64,4,8222720,351198.3,1460,128,3.07449,3.6448,1
B,3547,0,0.998664,1,59,6,7413760,1271162,1460,256,0.034386,3.9974,1
A,365,0,0.730178,0,64,5,8222720,252428.1,1460,128,2.805523,3.6367,1
B,3548,0,0.871101,1,59,7,7413760,898875.4,1460,256,0.030203,3.997,1
A,365,0,0.780963,1,64,6,8222720,534397.7,1460,128,2.696853,3.6112,1
B,3524,0,0.126311,1,59,5,7413760,1802999,1460,256,0.029822,3.9989,1
A,365,0,0.827371,0,64,6,8222720,183282.2,1460,128,3.23673,3.6351,1
B,3549,0,0.980727,1,59,8,7413760,638275.2,1460,256,0.04092,3.9979,1
A,365,0,0.841593,0,64,5,8222720,252428.1,1460,128,3.21575,3.6382,1
B,3548,0,1.007323,1,59,7,7413760,898875.4,1460,256,0.060612,3.9974,1
A,0,0,0,65535,64,0,0,0,0,1,0.000028,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9855,1
A,365,0,1.126182,0,64,4,8222720,351198.3,1460,128,4.208145,3.6352,1
B,3548,0,1.268412,1,59,7,7413760,898875.4,1460,256,0.042847,3.9965,1
A,365,0,1.167171,0,64,5,8222720,252428.1,1460,128,4.468909,3.6074,1
B,3548,0,1.386543,1,59,7,7413760,898875.4,1460,256,0.039513,3.9977,1
A,365,0,1.34491,0,64,4,8222720,351198.3,1460,128,5.005187,3.6191,1
B,3548,0,1.621697,1,59,6,7413760,1271162,1460,256,0.057958,3.9974,1
A,365,0,0.796338,0,64,6,8222720,252431.2,1460,128,3.068208,3.6143,1
B,3547,0,0.887362,0,59,6,7413760,1271162,1460,256,1.130689,3.9965,1
A,365,0,1.13811,1,64,6,8222720,534383.9,1460,128,3.884935,3.6296,1
B,3524,0,0.380635,1,59,5,7413760,1802999,1460,256,0.029295,3.9976,1
A,365,0,1.189836,1,64,5,8222720,735969.6,1460,128,3.895836,3.6459,1
B,3524,0,0.45641,1,59,4,7413760,2562766,1460,256,0.034565,3.9975,1
A,365,0,1.240883,0,64,4,8222720,351198.3,1460,128,4.640491,3.6193,1
B,3547,0,1.488615,1,59,6,7413760,1271162,1460,256,0.035891,3.9979,1
A,365,0,1.354491,0,64,4,8222720,351198.3,1460,128,5.033427,3.6437,1
B,3548,0,1.636038,1,59,6,7413760,1271162,1460,256,0.02171,3.9986,1
A,365,0,1.305504,0,64,6,8222720,183282.2,1460,128,5.111176,3.6385,1
B,3547,0,1.544088,1,59,8,7413760,638275.2,1460,256,0.044194,3.9986,1
A,365,0,1.37016,0,64,4,8222720,351198.3,1460,128,5.099838,3.6226,1
B,3549,0,1.652566,1,59,6,7413760,1271162,1460,256,0.060431,3.9977,1
A,365,0,1.185497,1,64,6,8222720,534397.7,1460,128,4.013098,3.618,1
B,3524,0,0.455977,1,59,5,7413760,1802999,1460,256,0.039641,3.9981,1
A,365,0,1.100167,1,64,6,8222720,534397.7,1460,128,3.610909,3.6094,1
B,3524,0,0.589708,1,59,5,7413760,1802999,1460,256,0.060089,3.9984,1
A,365,0,1.02942,1,64,5,8222720,735969.6,1460,128,3.462527,3.6727,1
B,3525,0,0.35143,1,59,4,7413760,2562766,1460,256,0.049982,3.998,1
A,365,0,1.03019,1,64,7,8222720,393283.6,1460,128,3.347201,3.6303,1
B,3525,0,0.658641,1,59,6,7413760,1271162,1460,256,0.047492,3.9972,1
A,365,0,1.029895,1,64,6,8222720,534397.7,1460,128,3.229286,3.6351,1
B,3524,0,0.689485,1,59,5,7413760,1802999,1460,256,0.034125,3.9992,1
A,365,0,1.078274,1,64,5,8222720,735969.6,1460,128,3.226555,3.592,1
B,3523,0,0.775287,1,59,4,7413760,2562766,1460,256,0.034113,3.998,1
A,365,0,1.06284,1,64,5,8222720,735969.6,1460,128,3.18184,3.6367,1
B,3525,0,0.764586,1,59,4,7413760,2562766,1460,256,0.035606,3.9978,1
A,365,0,1.004554,1,64,7,8222720,393283.6,1460,128,3.081613,3.6031,1
B,3524,0,0.75455,1,59,6,7413760,1271162,1460,256,0.0362,3.9968,1
A,365,0,0.917737,1,64,6,8222720,534397.7,1460,128,3.047042,3.6307,1
B,3525,0,0.512334,1,59,5,7413760,1802999,1460,256,0.038138,3.998,1
A,365,0,1.015113,1,64,6,8222720,534397.7,1460,128,2.872203,3.6632,1
B,3525,0,0.862452,1,59,5,7413760,1802999,1460,256,0.04252,3.9956,1
A,365,0,1.011813,1,64,6,8222720,534397.7,1460,128,2.814916,3.6118,1
B,3523,0,0.879441,1,59,5,7413760,1802999,1460,256,0.047383,3.9959,1
A,365,0,0.853803,1,64,6,8222720,534383.9,1460,128,2.683439,3.6166,1
B,3524,0,0.594241,1,59,5,7413760,1802999,1460,256,0.030752,3.997,1
A,365,0,0.876842,1,64,5,8222720,735969.6,1460,128,2.676391,3.6207,1
B,3524,0,0.6186,1,59,4,7413760,2562766,1460,256,0.041074,3.9977,1
A,365,0,1.021291,1,64,5,8222720,735969.6,1460,128,2.630569,3.593,1
B,3524,0,0.9895,1,59,4,7413760,2562766,1460,256,0.032911,3.9986,1
A,365,0,1.022671,1,64,5,8222720,735969.6,1460,128,2.79756,3.6143,1
B,3524,0,1.053755,1,59,4,7413760,2562766,1460,256,0.029669,3.9974,1
A,365,0,0.918346,1,64,7,8222720,393283.6,1460,128,2.577567,3.6473,1
B,3525,0,0.86655,1,59,6,7413760,1271162,1460,256,0.042998,3.9987,1
A,365,0,0.906122,1,64,6,8222720,534397.7,1460,128,2.541664,3.5873,1
B,3524,0,0.88465,1,59,5,7413760,1802999,1460,256,0.036374,3.9989,1
A,365,0,0.827716,1,64,5,8222720,735969.6,1460,128,2.283194,3.5887,1
B,3525,0,0.714246,1,59,4,7413760,2562766,1460,256,0.039039,3.9983,1
A,365,0,1.334078,1,64,7,8222720,393283.6,1460,128,4.759559,3.6177,1
B,3524,0,0.179446,1,59,6,7413760,1271162,1460,256,0.043488,3.9974,1
A,365,0,1.083038,1,64,5,8222720,735969.6,1460,128,3.409387,3.6289,1
B,3523,0,1.280618,1,59,4,7413760,2562766,1460,256,0.032847,3.9976,1
A,365,0,0.804506,1,64,5,8222720,735969.6,1460,128,2.306253,3.6446,1
B,3524,0,0.804464,1,59,4,7413760,2562766,1460,256,0.040713,3.9975,1
A,365,0,1.075109,1,64,5,8222720,735969.6,1460,128,3.394008,3.6289,1
B,3525,0,1.270619,1,59,4,7413760,2562766,1460,256,0.060068,3.9982,1
A,365,0,1.079581,1,64,5,8222720,735969.6,1460,128,3.428771,3.6154,1
B,3524,0,1.284592,1,59,4,7413760,2562766,1460,256,0.060887,3.9965,1
A,365,0,1.041831,1,64,6,8222720,534383.9,1460,128,3.42083,3.6044,1
B,3523,0,1.221753,1,59,5,7413760,1802999,1460,256,0.029607,3.9991,1
A,365,0,1.048116,1,64,7,8222720,393283.6,1460,128,3.55989,3.6139,1
B,3524,0,1.212143,1,59,6,7413760,1271162,1460,256,0.045025,3.9988,1
A,365,0,0.99646,1,64,6,8222720,534397.7,1460,128,3.287963,3.6354,1
B,3524,0,1.161731,1,59,5,7413760,1802999,1460,256,0.030261,3.9978,1
A,365,0,0.900493,1,64,5,8222720,735969.6,1460,128,2.87173,3.6464,1
B,3525,0,1.018657,1,59,4,7413760,2562766,1460,256,0.036786,3.9987,1
A,365,0,1.126972,1,64,5,8222720,735969.6,1460,128,3.712262,3.6294,1
B,3524,0,1.388886,1,59,4,7413760,2562766,1460,256,0.061337,3.998,1
A,365,0,1.155744,1,64,6,8222720,534383.9,1460,128,3.980368,3.5979,1
B,3525,0,1.425189,1,59,5,7413760,1802999,1460,256,0.034727,3.9965,1
A,365,0,1.192945,1,64,6,8222720,534397.7,1460,128,4.156996,3.586,1
B,3525,0,1.488557,1,59,5,7413760,1802999,1460,256,0.044608,3.9967,1
A,365,0,1.244671,1,64,6,8222720,534397.7,1460,128,4.365719,3.6305,1
B,3523,0,1.563587,1,59,5,7413760,1802999,1460,256,0.04105,3.9984,1
A,365,0,0.971538,1,64,7,8222720,393283.6,1460,128,3.524247,3.6511,1
B,3523,0,1.170931,1,59,6,7413760,1271162,1460,256,0.038988,3.9977,1
A,365,0,1.095474,1,64,6,8222720,534397.7,1460,128,3.892332,3.6137,1
B,3525,0,1.357648,1,59,5,7413760,1802999,1460,256,0.038598,3.9978,1
A,365,0,0.636055,1,64,8,8222720,393288.1,1460,128,2.026689,3.6307,1
B,3523,0,0.693589,0,59,5,7413760,1802999,1460,256,1.528533,3.9987,1
A,365,0,1.248834,1,64,7,8222720,393283.6,1460,128,4.528015,3.6172,1
B,3524,0,1.541297,1,59,6,7413760,1271162,1460,256,0.053623,3.9977,1
A,365,0,1.291239,1,64,6,8222720,534397.7,1460,128,4.541475,3.6567,1
B,3524,0,1.625127,1,59,5,7413760,1802999,1460,256,0.041706,3.9988,1
A,365,0,1.156896,1,64,5,8222720,735969.6,1460,128,4.011569,3.6043,1
B,3524,0,1.452021,1,59,4,7413760,2562766,1460,256,0.039101,3.9973,1
A,365,0,1.171605,1,64,5,8222720,735969.6,1460,128,4.05931,3.636,1
B,3524,0,1.473218,1,59,4,7413760,2562766,1460,256,0.039513,3.9972,1
A,365,0,1.154595,1,64,5,8222720,735969.6,1460,128,4.016796,3.578,1
B,3524,0,1.461719,1,59,4,7413760,2562766,1460,256,0.056474,3.9969,1
A,365,0,1.086615,1,64,5,8222720,735969.6,1460,128,3.780664,3.5996,1
B,3524,0,1.354316,1,59,4,7413760,2562766,1460,256,0.052026,3.9985,1
A,365,0,1.362429,1,64,5,8222720,735969.6,1460,128,4.662598,3.5942,1
B,3524,0,1.761319,1,59,4,7413760,2562766,1460,256,0.051286,3.9977,1
A,365,0,1.321291,1,64,6,8222720,534397.7,1460,128,4.655775,3.5992,1
B,3523,0,1.679627,1,59,5,7413760,1802999,1460,256,0.053957,3.9981,1
A,365,0,1.280931,1,64,7,8222720,393283.6,1460,128,4.654013,3.594,1
B,3524,0,1.596728,1,59,6,7413760,1271162,1460,256,0.052083,3.9972,1
A,365,0,1.316145,1,64,7,8222720,393283.6,1460,128,4.778047,3.6184,1
B,3523,0,1.627099,1,59,6,7413760,1271162,1460,256,0.046008,3.9967,1
A,365,0,1.40021,1,64,5,8222720,735969.6,1460,128,4.785503,3.6136,1
B,3524,0,1.79141,1,59,4,7413760,2562766,1460,256,0.061564,3.9981,1
A,365,0,0.688598,1,64,7,8222720,534404.2,1460,128,2.212955,3.6446,1
B,3523,0,0.727715,0,59,4,7413760,2562766,1460,256,1.537523,3.9962,1
A,365,0,1.419453,1,64,5,8222720,735969.6,1460,128,4.846214,3.6491,1
B,3525,0,1.819025,1,59,4,7413760,2562766,1460,256,0.040453,3.9981,1
A,365,0,1.419776,1,64,5,8222720,735969.6,1460,128,4.847559,3.6492,1
B,3524,0,1.820426,1,59,4,7413760,2562766,1460,256,0.042697,3.9967,1
A,365,0,0.72545,1,64,8,8222720,393288.1,1460,128,2.471896,3.6188,1
B,3525,0,0.816511,0,59,5,7413760,1802999,1460,256,1.536139,3.9989,1
A,365,0,1.396412,1,64,6,8222720,534397.7,1460,128,4.908863,3.6298,1
B,3525,0,1.75488,1,59,5,7413760,1802999,1460,256,0.059871,3.9967,1
A,365,0,1.260964,1,64,6,8222720,534397.7,1460,128,4.472135,3.6206,1
B,3524,0,1.569587,1,59,5,7413760,1802999,1460,256,0.036545,3.9974,1
A,365,0,1.27217,1,64,7,8222720,393283.6,1460,128,4.638175,3.6494,1
B,3524,0,1.566037,1,59,6,7413760,1271162,1460,256,0.042334,3.998,1
A,365,0,1.258264,1,64,5,8222720,735969.6,1460,128,4.345496,3.6265,1
B,3524,0,1.571063,1,59,4,7413760,2562766,1460,256,0.03828,3.9983,1
A,365,0,1.223187,1,64,6,8222720,534397.7,1460,128,4.168831,3.6279,1
B,3525,0,0.404516,1,59,5,7413760,1802999,1460,256,0.035729,3.9971,1
A,365,0,1.266524,1,64,5,8222720,735969.6,1460,128,4.174038,3.6389,1
B,3524,0,0.397975,1,59,4,7413760,2562766,1460,256,0.03028,3.9969,1
A,365,0,1.342247,0,64,4,8222720,351198.3,1460,128,5.010377,3.6181,1
B,3547,0,1.613796,1,59,6,7413760,1271162,1460,256,0.039071,3.9973,1
A,365,0,1.306349,0,64,5,8222720,252428.1,1460,128,5.0078,3.6493,1
B,3548,0,1.55799,1,59,7,7413760,898875.4,1460,256,0.042672,3.9956,1
A,365,0,1.387889,0,64,5,8222720,252428.1,1460,128,5.295064,3.6034,1
B,3548,0,1.6587,1,59,7,7413760,898875.4,1460,256,0.049048,3.9982,1
A,365,0,1.427609,0,64,4,8222720,351198.3,1460,128,5.308042,3.6017,1
B,3548,0,1.723847,1,59,6,7413760,1271162,1460,256,0.041111,3.9971,1
A,365,0,1.39572,0,64,5,8222720,252428.1,1460,128,5.315182,3.618,1
B,3548,0,1.669786,1,59,7,7413760,898875.4,1460,256,0.040381,3.9974,1
A,0,0,0,65535,64,0,0,0,0,1,0.000014,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9903,1
A,365,0,1.395691,0,64,4,8222720,351198.3,1460,128,5.195231,3.6047,1
B,3547,0,1.683169,1,59,6,7413760,1271162,1460,256,0.029393,3.9956,1
A,0,0,0,65535,64,0,0,0,0,1,0.000019,0,1
