dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
B,102,102,0,65535,63,0,0,0,0,1,0.066173,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065689,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.045039,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.019208,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.065851,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.020631,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066269,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065533,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066098,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.015374,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.018911,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.059002,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015021,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.058908,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.019192,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.065615,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.059738,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.01559,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.066104,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.01895,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.01487,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,61,61,0,65535,63,0,0,0,0,1,0.099143,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.015326,4.1163,1
A,87,29,0.345647,73,128,0,0,0,0,1,0,4.2373,1
B,381,127,0.000115,1,63,0,0,0,0,1,0.033308,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.016247,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0304,1
B,102,102,0,65535,63,0,0,0,0,1,0.059466,4.0304,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.015497,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066295,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066104,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.044677,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.065819,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065836,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015159,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065875,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.059101,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.044953,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015876,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.06612,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.044915,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015395,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9783,1
B,102,102,0,65535,63,0,0,0,0,1,0.015857,3.9783,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,97,97,0,65535,63,0,0,0,0,1,0.062023,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.015845,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9783,1
B,102,102,0,65535,63,0,0,0,0,1,0.018238,3.9783,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.018608,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9354,1
B,102,102,0,65535,63,0,0,0,0,1,0.045132,3.9354,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.044801,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.044413,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.0154,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.065543,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044735,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.015326,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.019234,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0044,1
B,102,102,0,65535,63,0,0,0,0,1,0.015612,4.0044,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.021132,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.044544,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044785,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015539,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015196,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044477,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.059469,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065201,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066076,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.045197,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.044828,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.044289,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015506,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.015664,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0304,1
B,102,102,0,65535,63,0,0,0,0,1,0.044677,4.0304,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015822,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.059558,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015611,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.065751,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.020051,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.06626,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.020064,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044578,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065886,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.04442,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.015748,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.019383,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.044507,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.016401,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.066168,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015835,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.066255,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066209,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.01512,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.066476,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.014945,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.016029,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044547,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.0152,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065327,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.019922,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.066212,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066295,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066156,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.04453,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.059115,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0044,1
B,102,102,0,65535,63,0,0,0,0,1,0.018364,4.0044,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.04458,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.05925,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.019722,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.065985,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.05993,4.1423,1
A,58,29,0.35085,132,128,0,0,0,0,1,0,4.1423,1
B,254,127,0.000031,1,63,0,0,0,0,1,0.105113,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.066221,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.065826,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.016186,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.059596,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.066072,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.044353,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.066154,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0213,1
B,102,102,0,65535,63,0,0,0,0,1,0.015329,4.0213,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.044756,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.02277,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015227,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015348,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065766,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044687,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065793,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0044,1
B,102,102,0,65535,63,0,0,0,0,1,0.065902,4.0044,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.059417,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.015442,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.066227,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.04503,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.015748,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.065495,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.065883,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.065899,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.044947,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.019753,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.04445,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015922,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015563,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015618,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.044919,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0044,1
B,102,102,0,65535,63,0,0,0,0,1,0.015876,4.0044,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.016019,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.019782,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.019162,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.015287,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066408,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066279,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0304,1
B,102,102,0,65535,63,0,0,0,0,1,0.044624,4.0304,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0304,1
B,102,102,0,65535,63,0,0,0,0,1,0.015213,4.0304,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015336,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.066358,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015634,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.066278,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.06566,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015657,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.066475,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.015452,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015109,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.059374,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065632,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0044,1
B,102,102,0,65535,63,0,0,0,0,1,0.045009,4.0044,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.060011,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015738,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9783,1
B,102,102,0,65535,63,0,0,0,0,1,0.421667,3.9783,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.059139,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.42058,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9783,1
B,102,102,0,65535,63,0,0,0,0,1,0.06565,3.9783,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.065865,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.045213,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.392063,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.059704,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.015627,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.06597,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.019345,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015507,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.044307,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.019619,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.066178,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.3063,1
B,102,102,0,65535,63,0,0,0,0,1,0.019507,4.3063,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.015793,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.015851,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.391741,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.015227,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.044722,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.020038,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.420619,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.065846,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.044358,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.059426,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.016062,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015853,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.044979,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.014946,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.392012,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.015576,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.015926,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1683,1
B,102,102,0,65535,63,0,0,0,0,1,0.015215,4.1683,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.016263,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1163,1
B,102,102,0,65535,63,0,0,0,0,1,0.066228,4.1163,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0733,1
B,102,102,0,65535,63,0,0,0,0,1,0.015904,4.0733,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0473,1
B,102,102,0,65535,63,0,0,0,0,1,0.019708,4.0473,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.1423,1
B,102,102,0,65535,63,0,0,0,0,1,0.044296,4.1423,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.059558,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,3.9783,1
B,102,102,0,65535,63,0,0,0,0,1,0.045379,3.9783,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.06622,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.044361,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2113,1
B,102,102,0,65535,63,0,0,0,0,1,0.015796,4.2113,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.0994,1
B,102,102,0,65535,63,0,0,0,0,1,0.044624,4.0994,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
B,102,102,0,65535,63,0,0,0,0,1,0.01532,4.2373,1
A,29,29,0,65535,128,0,0,0,0,1,0,4.2373,1
